2.047,cnn/www.cnn.com/index.html,1,1,1,1,1,1,0,0,9300.0,87.0,0.0
2.049,cnn/www.cnn.com/index.html,1,1,1,1,1,1,1,1,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,1,1,1,1,1,2,2,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,1,1,1,256,1,3,0,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,1,1,1,256,1,4,1,9300.0,87.0,0.0
2.046,cnn/www.cnn.com/index.html,1,1,1,1,256,1,5,2,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,1,1,256,1,1,6,0,9300.0,87.0,0.0
2.047,cnn/www.cnn.com/index.html,1,1,1,256,1,1,7,1,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,1,1,256,1,1,8,2,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,1,1,256,256,1,9,0,9300.0,87.0,0.0
2.047,cnn/www.cnn.com/index.html,1,1,1,256,256,1,10,1,9300.0,87.0,0.0
2.047,cnn/www.cnn.com/index.html,1,1,1,256,256,1,11,2,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,1,256,1,1,1,12,0,9300.0,87.0,0.0
2.046,cnn/www.cnn.com/index.html,1,1,256,1,1,1,13,1,9300.0,87.0,0.0
2.044,cnn/www.cnn.com/index.html,1,1,256,1,1,1,14,2,9300.0,87.0,0.0
2.045,cnn/www.cnn.com/index.html,1,1,256,1,256,1,15,0,9300.0,87.0,0.0
2.044,cnn/www.cnn.com/index.html,1,1,256,1,256,1,16,1,9300.0,87.0,0.0
2.045,cnn/www.cnn.com/index.html,1,1,256,1,256,1,17,2,9300.0,87.0,0.0
2.046,cnn/www.cnn.com/index.html,1,1,256,256,1,1,18,0,9300.0,87.0,0.0
2.046,cnn/www.cnn.com/index.html,1,1,256,256,1,1,19,1,9300.0,87.0,0.0
2.046,cnn/www.cnn.com/index.html,1,1,256,256,1,1,20,2,9300.0,87.0,0.0
2.046,cnn/www.cnn.com/index.html,1,1,256,256,256,1,21,0,9300.0,87.0,0.0
2.046,cnn/www.cnn.com/index.html,1,1,256,256,256,1,22,1,9300.0,87.0,0.0
2.045,cnn/www.cnn.com/index.html,1,1,256,256,256,1,23,2,9300.0,87.0,0.0
2.049,cnn/www.cnn.com/index.html,1,256,1,1,1,1,24,0,9300.0,87.0,0.0
2.049,cnn/www.cnn.com/index.html,1,256,1,1,1,1,25,1,9300.0,87.0,0.0
2.046,cnn/www.cnn.com/index.html,1,256,1,1,1,1,26,2,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,256,1,1,256,1,27,0,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,256,1,1,256,1,28,1,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,256,1,1,256,1,29,2,9300.0,87.0,0.0
2.045,cnn/www.cnn.com/index.html,1,256,1,256,1,1,30,0,9300.0,87.0,0.0
2.046,cnn/www.cnn.com/index.html,1,256,1,256,1,1,31,1,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,256,1,256,1,1,32,2,9300.0,87.0,0.0
2.046,cnn/www.cnn.com/index.html,1,256,1,256,256,1,33,0,9300.0,87.0,0.0
2.049,cnn/www.cnn.com/index.html,1,256,1,256,256,1,34,1,9300.0,87.0,0.0
2.046,cnn/www.cnn.com/index.html,1,256,1,256,256,1,35,2,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,256,256,1,1,1,36,0,9300.0,87.0,0.0
2.049,cnn/www.cnn.com/index.html,1,256,256,1,1,1,37,1,9300.0,87.0,0.0
2.047,cnn/www.cnn.com/index.html,1,256,256,1,1,1,38,2,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,256,256,1,256,1,39,0,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,256,256,1,256,1,40,1,9300.0,87.0,0.0
2.047,cnn/www.cnn.com/index.html,1,256,256,1,256,1,41,2,9300.0,87.0,0.0
2.045,cnn/www.cnn.com/index.html,1,256,256,256,1,1,42,0,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,256,256,256,1,1,43,1,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,256,256,256,1,1,44,2,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,256,256,256,256,1,45,0,9300.0,87.0,0.0
2.049,cnn/www.cnn.com/index.html,1,256,256,256,256,1,46,1,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,1,256,256,256,256,1,47,2,9300.0,87.0,0.0
2.047,cnn/www.cnn.com/index.html,256,1,1,1,1,1,48,0,9300.0,87.0,0.0
2.047,cnn/www.cnn.com/index.html,256,1,1,1,1,1,49,1,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,256,1,1,1,1,1,50,2,9300.0,87.0,0.0
2.049,cnn/www.cnn.com/index.html,256,1,1,1,256,1,51,0,9300.0,87.0,0.0
2.047,cnn/www.cnn.com/index.html,256,1,1,1,256,1,52,1,9300.0,87.0,0.0
2.045,cnn/www.cnn.com/index.html,256,1,1,1,256,1,53,2,9300.0,87.0,0.0
2.048,cnn/www.cnn.com/index.html,256,1,1,256,1,1,54,0,9300.0,87.0,0.0
