809,tomsguide.com,0,4
3398,warhistoryonline.com,0,32
2982,viu.com,0,6
1520,francetvinfo.fr,0,39
5557,archlinux.org,0,7
4860,anandtech.com,0,29
1003,android.com,0,32
1514,mayoclinic.org,0,22
3827,usda.gov,0,21
2420,dr.dk,0,9
5778,gaymaletube.com,0,8
3230,geico.com,0,13
6605,ideacellular.com,0,44
4580,curapelanatureza.com.br,0,54
2099,rei.com,0,21
5481,homepage-web.com,0,6
6231,tableau.com,0,15
5133,nascar.com,0,36
1162,etorrent.co.kr,0,32
1338,nmisr.com,0,24
1841,marketgid.com,0,10
2483,collegeboard.org,0,28
2621,douga-getter.com,0,10
5452,findagrave.com,0,8
4437,snapchat.com,0,15
839,southwest.com,0,22
1567,tut.by,0,7
1152,wykop.pl,0,12
3931,speedrun.com,0,32
2855,planetromeo.com,0,7
3713,fuq.com,0,10
4244,spectrum.com,0,33
2394,tesco.com,0,9
1961,gutefrage.net,0,4
2567,cvs.com,0,46
5389,webex.com,0,17
2390,chefkoch.de,0,43
6085,magicred.com,0,7
3985,staseraintv.com,0,13
1715,ilfattoquotidiano.it,0,4
3644,cool3c.com,0,9
826,elbalad.news,0,143
2785,nbc.com,0,9
3505,kink.com,0,3
2526,sonhoo.com,0,16
490,capitalone.com,0,14
4015,salon.com,0,5
3891,bet-tips.info,0,41
5530,tabloidbintang.com,0,12
1394,state.gov,0,16
3011,dramafever.com,0,6
4016,srf.ch,0,57
4747,safaribooksonline.com,0,15
2253,mycanal.fr,0,5
2118,vodafone.de,0,21
6595,quickconnect.to,0,6
5664,bershka.com,0,10
1679,apartments.com,0,7
1415,sephora.com,0,7
3544,tineye.com,0,11
2437,justwatch.com,0,52
991,geeksforgeeks.org,0,11
2602,umd.edu,0,22
1823,yr.no,0,25
5220,textnow.com,0,24
2196,file-upload.com,0,28
4484,hotwire.com,0,5
901,kayak.com,0,8
4935,indeed.fr,0,4
934,welt.de,0,26
545,albawabhnews.com,0,80
1762,watchcartoononline.io,0,10
3447,cabelas.com,0,33
1868,v2ex.com,0,19
5036,thetimes.co.uk,0,287
4026,redbus.in,0,6
4210,ilpost.it,0,66
1787,christian-dogma.com,0,87
5051,beforward.jp,0,15
6364,llbean.com,0,9
4109,popdaily.com.tw,0,34
1454,manyvids.com,0,5
5739,toyota.com,0,9
859,yifysubtitles.com,0,34
4311,sony.com,0,23
3758,vogue.com.tw,0,34
2750,ziprecruiter.com,0,38
803,wenxuecity.com,0,19
4263,sarzamindownload.com,0,49
1418,gdax.com,0,4
3815,037hd.com,0,14
4207,dhs.gov,0,57
247,people.com.cn,0,102
4270,officedepot.com,0,56
3433,hln.be,0,20
2765,sweetwater.com,0,12
251,washingtonpost.com,0,16
5122,handy-tab.com,0,15
5911,livescore.in,0,8
4859,turkishairlines.com,0,6
5820,careerbuilder.com,0,8
6274,gizmodo.jp,0,13
988,movie2free.com,0,42
887,tempo.co,0,13
2576,tubegalore.com,0,8
3264,cheapoair.com,0,6
3130,bazos.sk,0,25
1333,twoo.com,0,3
2224,babycenter.com,0,18
6081,main.jp,0,18
4641,pastemagazine.com,0,6
951,g2a.com,0,23
3024,jcrew.com,0,6
5690,marthastewart.com,0,20
2861,wowkeren.com,0,111
1735,oneindia.com,0,13
3606,stream2watch.org,0,12
5151,thetrainline.com,0,7
6527,btdx8.com,0,17
621,irs.gov,0,15
3613,uscis.gov,0,31
2412,razerzone.com,0,13
667,addthis.com,0,45
800,healthline.com,0,29
2992,ntdtv.com,0,16
891,fidelity.com,0,34
2569,sprint.com,0,17
1816,aftonbladet.se,0,5
772,myfreecams.com,0,10
1886,bluestacks.com,0,16
5142,asda.com,0,5
765,lequipe.fr,0,18
412,epochtimes.com,0,28
4867,norwegian.com,0,20
1184,urbanoutfitters.com,0,22
4338,rezultati.com,0,7
5553,trueachievements.com,0,78
4878,oanda.com,0,22
6676,soccerstand.com,0,7
4715,tcs.com,0,23
1507,bhaskar.com,0,6
4139,vitalsource.com,0,13
827,bodybuilding.com,0,29
199,sogou.com,0,11
890,pastebin.com,0,9
5904,gorin.jp,0,11
6016,meusresultados.com,0,7
3853,soccer24.com,0,7
1626,bedbathandbeyond.com,0,26
2091,cars.com,0,12
898,delta.com,0,14
6155,vajehyab.com,0,4
4623,theglobeandmail.com,0,92
5444,nd.edu,0,48
4190,laptopmag.com,0,12
1432,autotrader.com,0,6
2122,viber.com,0,22
896,focus.de,0,5
5025,fifa.com,0,16
217,intuit.com,0,19
6202,vans.com,0,8
916,latimes.com,0,10
5165,backcountry.com,0,9
711,interia.pl,0,7
2766,serebii.net,0,76
785,att.com,0,30
5673,tensorflow.org,0,7
6293,adda247.com,0,36
4686,camarads.com,0,16
6665,trendsmap.com,0,40
4754,shopstyle.com,0,8
5936,komplett.no,0,35
2841,tune.pk,0,6
4678,space.com,0,9
3604,up-4ever.com,0,40
5300,sciencedaily.com,0,84
6430,sony.jp,0,114
1399,last.fm,0,8
1107,dawn.com,0,6
2731,nifty.com,0,25
6164,thenorthface.com,0,7
4031,juksy.com,0,6
2264,zerohedge.com,0,33
2759,livescience.com,0,9
5894,westelm.com,0,68
4596,holidaycheck.de,0,8
5273,minghui.org,0,37
2307,filmibeat.com,0,11
2802,tesla.com,0,24
2939,shahrekhabar.com,0,34
4279,freee.co.jp,0,31
3215,pooq.co.kr,0,12
4694,monotaro.com,0,25
3532,linuxmint.com,0,28
1096,ixxx.com,0,8
2816,metoffice.gov.uk,0,46
6215,dominos.jp,0,40
5898,banki.ru,0,41
649,wunderground.com,0,11
3584,bbcgoodfood.com,0,69
2640,indeed.co.uk,0,4
3779,ismedia.jp,0,12
5834,gotquestions.org,0,21
1548,thomann.de,0,12
4862,cliffsnotes.com,0,15
3005,bit-z.com,0,24
1677,revimedia.com,0,19
1401,getfirstcut.com,0,19
6343,bungie.net,0,25
3988,france.tv,0,14
3175,bankbazaar.com,0,11
1692,gamestop.com,0,77
2943,stern.de,0,35
3807,bazos.cz,0,25
1135,airtel.in,0,8
224,exoclick.com,0,35
1652,cisco.com,0,45
3320,light-dark.net,0,88
1105,berkeley.edu,0,16
3518,netacad.com,0,19
