10
12
999999
5
20
40
80
160
1
2
1
1
2
4
8
16
32
64
111
114
116
120
126
130
138
144
150
158
166
174
182
188
198
206
216
224
232
242
252
264
274
286
300
312
324
314
282
292
338
232
368
402
384
416
364
356
428
472
494
488
320
510
548
534
528
508
592
558
581
617
591
542
500
736
600
